10689,0.8783
10689,0.9037
10689,0.9443
10690,0.4443
10690,0.8347
10690,0.9443
10690,0.73
10690,0.9208
10691,0.937
10692,0.6534
10692,0.6534
10692,0.6534
10692,0.6641
10692,0.6641
10692,0.6912
10693,0.9638
10694,0.9638
10695,0.749
10695,0.749
10695,0.749
10696,0.638
10696,0.638
10696,0.638
10696,0.638
10697,0.9482
10697,0.9482
10697,0.9482
10697,0.9482
10697,0.9482
10698,0.863
10698,0.863
10699,0.9384
10699,0.9384
10699,0.9384
10699,0.9384
10699,0.9384
10700,0.6698
10700,0.6698
10700,0.6698
10701,0.6704
10701,0.6704
10701,0.6704
10702,0.7194
10703,0.7866
10703,0.7866
10703,0.7866
10704,0.9335
10705,0.9387
10705,0.9219
10706,0.7332
10706,0.4857
10707,0.6463
10708,0.6858
10709,0.8922
10710,0.9535
10711,0.9548
10712,0.9605
10713,0.956
10714,0.7178
10715,0.9383
10716,0.9535
10717,0.6965
10718,0.9297
10719,0.9501
10720,0.2459
10721,0.7553
10722,0.8522
10723,0.795
10724,0.9579
10725,0.9603
10726,0.929
10727,0.9027
10728,0.9346
10729,0.7476
10730,0.9389
10731,0.0418
10732,0.9292
10732,0.9292
10732,0.9292
10732,0.9292
10733,0.9025
10733,0.9025
10733,0.9025
10733,0.9025
10734,0.8705
10735,0.9637
10736,0.9516
10737,0.9537
10738,0.7792
10739,0.671
10740,0.4446
10741,0.9636
10742,0.9428
10742,0.9497
10743,0.6036
10744,0.781
10745,0.781
10746,0.781
10747,0.781
10748,0.7879
10748,0.9272
10749,0.9293
10750,0.9588
10750,0.9588
10750,0.9588
10750,0.9588
10751,0.8534
10752,0.8534
10753,0.8523
10754,0.9083
10754,0.9554
10754,0.9554
10754,0.9529
10754,0.9529
10754,0.9631
10755,0.9585
10756,0.959
10757,0.0251
10758,0.026
10758,0.0252
10758,0.0314
10758,0.0262
10758,0.0254
10758,0.027
10758,0.027
10758,0.0258
10759,0.0274
10760,0.0403
10761,0.9616
10762,0.9529
10763,0.87
10764,0.8376
10765,0.8226
10766,0.9579
10766,0.9579
10766,0.9579
10766,0.9579
10767,0.9603
10767,0.9622
10767,0.9622
10768,0.8548
10769,0.4929
10770,0.526
10771,0.0292
10772,0.6378
10772,0.7482
10773,0.9485
10774,0.5869
10775,0.4766
10776,0.8221
10777,0.8552
10778,0.9489
10779,0.9115
10779,0.9484
10779,0.9325
10780,0.9214
10781,0.9456
10782,0.4336
10783,0.3612
10784,0.9139
10784,0.96
10785,0.8755
10786,0.0261
10787,0.9356
10787,0.8414
10787,0.9574
10788,0.8718
10789,0.0259
10790,0.7924
10791,0.9325
10791,0.9268
10792,0.8483
10793,0.951
10794,0.951
10795,0.8376
10796,0.8199
10796,0.8199
10796,0.8199
10796,0.8313
10796,0.8313
10796,0.8313
10796,0.8199
10797,0.8568
10797,0.8568
10797,0.8568
10797,0.8568
10798,0.7929
10798,0.7929
10798,0.7929
10798,0.7929
10799,0.9143
10799,0.9143
10799,0.9143
10799,0.9143
10800,0.8837
10800,0.8837
10800,0.8837
10800,0.8838
10801,0.5283
10801,0.5283
10801,0.5283
10802,0.903
10802,0.903
10802,0.903
10802,0.903
10803,0.026
10803,0.032
10803,0.026
10803,0.026
10803,0.026
10803,0.0281
10804,0.9635
10804,0.9662
10804,0.9505
10804,0.9658
10804,0.968
10804,0.9656
10804,0.9678
10804,0.9678
10804,0.9302
10804,0.9603
10804,0.9567
10805,0.026
10805,0.0261
10806,0.9555
10806,0.9167
10806,0.9538
10807,0.7291
10808,0.9174
10808,0.9174
10808,0.9174
10808,0.9174
10808,0.9174
10809,0.8917
10809,0.9006
10810,0.0296
10811,0.0346
10812,0.7696
10812,0.7696
10813,0.0253
10814,0.0325
10815,0.9658
10816,0.1995
10817,0.2827
10818,0.923
10819,0.0265
10820,0.8904
10820,0.8904
10821,0.0248
10822,0.028
10822,0.026
10822,0.026
10823,0.9311
10824,0.031
10825,0.7117
10826,0.6838
10826,0.6375
10827,0.9609
10828,0.8545
10829,0.9439
10829,0.9439
10829,0.9439
10830,0.8654
10831,0.9261
10832,0.9362
10833,0.8133
10834,0.0287
10835,0.8745
10835,0.7868
10835,0.8516
10836,0.9452
10837,0.9473
10838,0.779
10839,0.027
10840,0.6362
10841,0.0267
10841,0.025
10842,0.9452
10843,0.9434
10844,0.9491
10845,0.965
10845,0.8414
10845,0.9543
10846,0.9345
10847,0.8722
10848,0.0291
10849,0.9468
10850,0.9377
10850,0.9452
10851,0.0574
10852,0.9572
10853,0.9444
10853,0.6846
10854,0.9133
10854,0.9394
10855,0.767
10855,0.95
10856,0.8378
10857,0.955
10857,0.9412
10858,0.9522
10858,0.9359
10858,0.9522
10858,0.9359
10859,0.0268
10860,0.0592
10861,0.0244
10861,0.0243
10862,0.7769
10863,0.4857
10864,0.9491
10864,0.9621
10865,0.965
10865,0.9587
10866,0.0247
10867,0.0775
10868,0.9461
10868,0.9488
10869,0.2358
10870,0.7905
10871,0.9668
10871,0.9668
10871,0.9639
10872,0.0245
10873,0.8151
10874,0.9603
10874,0.9622
10874,0.9622
10875,0.9261
10875,0.9626
10876,0.9038
10876,0.9351
10877,0.9105
10878,0.7562
10879,0.6989
10880,0.0795
10881,0.9468
10882,0.1733
10883,0.1046
10884,0.0809
10885,0.8581
10886,0.46
10886,0.8646
10887,0.2771
10888,0.9158
10889,0.8493
10889,0.9169
10890,0.9158
10891,0.9142
10892,0.8414
10892,0.9113
10893,0.0262
10894,0.9358
10895,0.935
10896,0.9576
10896,0.9528
10896,0.9528
10897,0.9579
10898,0.0413
10899,0.5484
10900,0.8687
10900,0.7031
10901,0.9611
10902,0.745
10903,0.025
10904,0.9349
10905,0.9479
10906,0.9228
10907,0.8747
10908,0.0281
10909,0.9428
10910,0.0287
10911,0.9525
10912,0.8719
10913,0.8857
10913,0.912
10913,0.968
10913,0.9669
10914,0.0393
10914,0.0283
10914,0.0297
10914,0.0398
10914,0.0276
10914,0.0275
10914,0.0524
10914,0.0437
10915,0.9488
10916,0.9039
10917,0.413
10917,0.4399
10918,0.9492
10919,0.0466
10920,0.9474
10921,0.9465
10922,0.1957
10923,0.8693
10923,0.8902
10924,0.8838
10924,0.9497
10925,0.7265
10925,0.4277
10926,0.0276
10927,0.0253
10928,0.8837
10929,0.8112
10930,0.8275
10930,0.8679
10930,0.9054
10930,0.8275
10931,0.9029
10932,0.959
10933,0.6466
10934,0.3545
10934,0.6334
10935,0.8364
10936,0.6959
10936,0.8669
10937,0.0254
10938,0.1951
10939,0.1173
10939,0.865
10940,0.7717
10940,0.9053
10940,0.9362
10941,0.032
10942,0.0254
10943,0.0276
10944,0.0269
10945,0.213
10946,0.9432
10947,0.5501
10947,0.7219
10948,0.7583
10949,0.7812
10950,0.0252
10951,0.0249
10952,0.5859
10953,0.0947
10954,0.6273
10955,0.6375
10956,0.3645
10957,0.2928
10958,0.122
10959,0.0246
10960,0.9525
10961,0.7516
10962,0.0251
10963,0.0244
10964,0.9478
10964,0.9478
10965,0.0285
10966,0.9417
10967,0.8984
10967,0.9497
10968,0.0267
10969,0.9594
10970,0.3
10971,0.8989
10971,0.9114
10971,0.92
10972,0.3281
10972,0.3281
10972,0.3281
10972,0.3281
10972,0.3281
10972,0.3281
10973,0.131
10973,0.5878
10973,0.6714
10973,0.5761
10973,0.6566
10973,0.5761
10973,0.3181
10973,0.5761
10973,0.3181
10973,0.5761
10973,0.131
10973,0.5967
10973,0.131
10973,0.6209
10973,0.131
10973,0.5878
10973,0.3181
10973,0.5878
10973,0.3181
10973,0.5761
10973,0.3181
10973,0.5761
10973,0.3181
10973,0.5761
10974,0.7045
10975,0.8786
10975,0.9041
10975,0.9214
10976,0.936
10977,0.9182
10978,0.9336
10979,0.9533
10980,0.7733
10981,0.9318
10981,0.9412
10982,0.806
10983,0.8183
10984,0.037
10984,0.037
10984,0.037
10985,0.0292
10986,0.9575
10987,0.9622
10987,0.9579
10988,0.0364
10988,0.0631
10989,0.0678
10990,0.092
10991,0.0515
10992,0.0243
10993,0.9635
10993,0.9639
10994,0.0279
10995,0.729
10996,0.9374
10997,0.3064
10998,0.9659
10998,0.9639
10999,0.8594
10999,0.7729
10999,0.6877
10999,0.9109
11000,0.0264
11001,0.8308
11002,0.4873
11003,0.0288
11004,0.9513
11005,0.0963
11006,0.1827
11006,0.2989
11006,0.2948
11006,0.1478
11006,0.2937
11006,0.3297
11006,0.1208
11006,0.1244
11007,0.951
11007,0.9158
11008,0.0372
11009,0.9358
11010,0.9312
11011,0.6147
11012,0.8558
11012,0.855
11013,0.1052
11013,0.0478
11014,0.8359
11014,0.6879
11014,0.9562
11015,0.6038
11016,0.0245
11017,0.7526
11018,0.0572
11019,0.9105
11019,0.9081
11020,0.0443
11021,0.9142
11022,0.7995
11022,0.7136
11022,0.5139
11023,0.8863
11024,0.0609
11024,0.0578
11025,0.9579
11026,0.9596
11027,0.929
11028,0.4032
11029,0.6042
11030,0.5448
11031,0.9522
11032,0.8447
11033,0.8922
11034,0.0325
11034,0.0246
11034,0.0247
11035,0.0265
11036,0.8358
11037,0.9569
11038,0.924
11039,0.8534
11039,0.9454
11040,0.0308
11041,0.9468
11042,0.8554
11043,0.5553
11043,0.8015
11044,0.6696
11045,0.0367
11045,0.0261
11045,0.0367
11045,0.0261
11046,0.5657
11047,0.844
11048,0.7166
11049,0.563
11050,0.9123
11051,0.944
11052,0.03
11053,0.0249
11054,0.0295
11054,0.0348
11054,0.0281
11054,0.0266
11055,0.2511
11056,0.0257
11057,0.8024
11057,0.8135
11057,0.6891
11058,0.0266
11058,0.0267
11059,0.7335
11060,0.855
11060,0.8655
11061,0.1638
11062,0.0246
11063,0.9632
11064,0.9622
11065,0.9539
11066,0.9403
11067,0.8829
11068,0.8344
11069,0.0328
11069,0.033
11069,0.0327
11069,0.033
11070,0.9366
11070,0.9376
11071,0.0291
11071,0.0266
11072,0.944
11073,0.9197
11073,0.9337
11074,0.5444
11074,0.7117
11074,0.8484
11075,0.7569
11076,0.9137
11077,0.1631
11077,0.5595
11078,0.3228
11079,0.6638
11080,0.2928
11080,0.7132
11081,0.9216
11082,0.0269
11082,0.0265
11082,0.0264
11082,0.0264
11083,0.0288
11084,0.0304
11085,0.3076
11085,0.7687
11086,0.9102
11086,0.9262
11086,0.6847
11086,0.86
11087,0.9446
11087,0.9604
11088,0.0262
11088,0.0262
11088,0.0262
11089,0.0363
11089,0.0354
11089,0.0354
11089,0.0363
11089,0.0363
11089,0.0354
11089,0.0354
11089,0.0363
11089,0.0363
11089,0.0363
11089,0.0354
11089,0.0363
11089,0.0354
11089,0.0363
11089,0.0354
11089,0.0354
11089,0.0363
11089,0.0354
11090,0.0243
11091,0.4019
11091,0.8798
11092,0.85
11092,0.85
11092,0.85
11093,0.8262
11093,0.85
11093,0.85
11093,0.85
11094,0.8855
11095,0.9526
11096,0.9526
11097,0.0601
11097,0.0601
11097,0.0692
11098,0.4229
11099,0.5599
11100,0.6752
